Narančasta	Žuta	Zelena	Plava	Tirkizna	Indigo	Modra	Magenta	klasa
0.00	0.00	0.00	0.17	0.02	0.07	0.12	0.62	Magenta
0.36	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.01	0.10	0.22	0.38	0.04	0.18	0.06	Tirkizna
0.00	0.00	0.00	0.14	0.01	0.46	0.24	0.15	Indigo
0.53	0.45	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.13	0.01	0.49	0.24	0.12	Indigo
0.00	0.00	0.01	0.27	0.19	0.02	0.13	0.38	Magenta
0.00	0.00	0.00	0.14	0.01	0.34	0.19	0.33	Indigo
0.00	0.00	0.00	0.13	0.01	0.48	0.23	0.16	Indigo
0.62	0.37	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.25	0.14	0.32	0.08	0.18	0.01	Tirkizna
0.00	0.00	0.03	0.28	0.14	0.11	0.26	0.17	Plava
0.00	0.00	0.03	0.26	0.33	0.02	0.14	0.22	Tirkizna
0.00	0.03	0.22	0.13	0.46	0.03	0.12	0.02	Tirkizna
0.03	0.10	0.61	0.02	0.17	0.02	0.04	0.00	Zelena
0.00	0.00	0.02	0.27	0.11	0.15	0.28	0.17	Modra
0.37	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.27	0.09	0.07	0.20	0.37	Magenta
0.00	0.03	0.28	0.12	0.38	0.04	0.13	0.01	Tirkizna
0.55	0.44	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.09	0.47	0.25	0.01	0.18	0.00	0.01	0.00	Žuta
0.00	0.00	0.00	0.07	0.00	0.71	0.18	0.03	Indigo
0.00	0.00	0.00	0.13	0.00	0.15	0.13	0.59	Magenta
0.49	0.49	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.21	0.06	0.30	0.31	0.09	Modra
0.00	0.02	0.43	0.08	0.22	0.09	0.15	0.00	Zelena
0.00	0.00	0.01	0.19	0.03	0.35	0.29	0.11	Indigo
0.37	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.38	0.59	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.01	0.28	0.13	0.29	0.09	0.18	0.01	Tirkizna
0.37	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.06	0.31	0.09	0.43	0.02	0.09	0.01	Tirkizna
0.61	0.39	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.08	0.01	0.65	0.22	0.02	Indigo
0.37	0.57	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.17	0.02	0.06	0.12	0.64	Magenta
0.00	0.00	0.00	0.13	0.01	0.10	0.11	0.65	Magenta
0.06	0.25	0.48	0.01	0.17	0.01	0.02	0.00	Zelena
0.36	0.58	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.18	0.01	0.16	0.18	0.47	Magenta
0.00	0.00	0.01	0.11	0.01	0.58	0.24	0.05	Indigo
0.00	0.03	0.23	0.13	0.46	0.03	0.12	0.02	Tirkizna
0.35	0.57	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.38	0.59	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.59	0.41	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.23	0.06	0.26	0.30	0.12	Modra
0.00	0.00	0.02	0.28	0.14	0.11	0.26	0.18	Plava
0.00	0.00	0.04	0.28	0.25	0.06	0.22	0.14	Plava
0.00	0.00	0.00	0.16	0.01	0.34	0.23	0.26	Indigo
0.00	0.00	0.01	0.14	0.02	0.49	0.28	0.06	Indigo
0.00	0.00	0.00	0.11	0.01	0.59	0.23	0.06	Indigo
0.00	0.00	0.00	0.16	0.01	0.11	0.14	0.59	Magenta
0.55	0.40	0.04	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.04	0.24	0.11	0.22	0.31	0.09	Modra
0.00	0.00	0.00	0.08	0.00	0.64	0.17	0.11	Indigo
0.00	0.00	0.00	0.17	0.01	0.10	0.14	0.58	Magenta
0.35	0.62	0.03	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.18	0.03	0.39	0.29	0.09	Indigo
0.12	0.54	0.21	0.00	0.12	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.08	0.00	0.34	0.12	0.46	Magenta
0.00	0.00	0.00	0.15	0.02	0.03	0.09	0.71	Magenta
0.57	0.42	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.12	0.03	0.53	0.27	0.03	Indigo
0.00	0.00	0.10	0.23	0.33	0.06	0.21	0.06	Tirkizna
0.00	0.00	0.01	0.13	0.02	0.51	0.27	0.05	Indigo
0.00	0.00	0.04	0.28	0.22	0.08	0.24	0.13	Plava
0.38	0.57	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.11	0.00	0.09	0.09	0.70	Magenta
0.42	0.53	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.01	0.28	0.13	0.30	0.08	0.18	0.01	Tirkizna
0.55	0.44	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.13	0.01	0.52	0.26	0.07	Indigo
0.00	0.00	0.01	0.21	0.04	0.32	0.29	0.13	Indigo
0.00	0.00	0.00	0.17	0.02	0.07	0.12	0.62	Magenta
0.00	0.00	0.06	0.26	0.22	0.10	0.26	0.09	Plava
0.00	0.10	0.14	0.08	0.61	0.00	0.04	0.01	Tirkizna
0.00	0.00	0.05	0.25	0.14	0.17	0.30	0.09	Modra
0.36	0.58	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.16	0.01	0.41	0.26	0.15	Indigo
0.00	0.01	0.20	0.17	0.35	0.07	0.19	0.02	Tirkizna
0.00	0.00	0.00	0.18	0.02	0.04	0.11	0.64	Magenta
0.57	0.41	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.20	0.06	0.33	0.31	0.08	Indigo
0.00	0.00	0.00	0.05	0.00	0.00	0.02	0.93	Magenta
0.00	0.00	0.00	0.12	0.02	0.01	0.05	0.80	Magenta
0.08	0.43	0.28	0.01	0.19	0.00	0.01	0.00	Žuta
0.26	0.30	0.40	0.00	0.03	0.00	0.00	0.00	Zelena
0.00	0.00	0.01	0.21	0.04	0.30	0.29	0.14	Indigo
0.00	0.00	0.01	0.20	0.03	0.34	0.28	0.15	Indigo
0.00	0.00	0.00	0.16	0.01	0.41	0.25	0.17	Indigo
0.56	0.43	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.06	0.24	0.09	0.50	0.01	0.08	0.01	Tirkizna
0.35	0.62	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.35	0.58	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.01	0.16	0.18	0.39	0.05	0.18	0.03	Tirkizna
0.00	0.00	0.04	0.27	0.17	0.13	0.28	0.11	Modra
0.00	0.00	0.00	0.05	0.00	0.01	0.02	0.92	Magenta
0.00	0.00	0.02	0.20	0.06	0.32	0.31	0.08	Indigo
0.60	0.39	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.06	0.00	0.16	0.07	0.71	Magenta
0.00	0.00	0.04	0.28	0.22	0.08	0.24	0.14	Plava
0.00	0.00	0.02	0.24	0.08	0.24	0.31	0.11	Modra
0.00	0.00	0.01	0.23	0.04	0.21	0.26	0.25	Modra
0.38	0.55	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.01	0.22	0.16	0.29	0.09	0.21	0.02	Tirkizna
0.00	0.00	0.02	0.10	0.02	0.60	0.25	0.02	Indigo
0.00	0.03	0.23	0.12	0.46	0.02	0.11	0.01	Tirkizna
0.00	0.00	0.00	0.07	0.00	0.02	0.04	0.88	Magenta
0.41	0.54	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.08	0.22	0.54	0.01	0.12	0.01	0.02	0.00	Zelena
0.00	0.00	0.12	0.14	0.09	0.34	0.29	0.02	Indigo
0.00	0.00	0.01	0.17	0.02	0.42	0.28	0.10	Indigo
0.51	0.46	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.21	0.03	0.26	0.27	0.22	Modra
0.00	0.00	0.00	0.16	0.02	0.05	0.11	0.67	Magenta
0.00	0.00	0.00	0.16	0.01	0.41	0.25	0.17	Indigo
0.00	0.00	0.01	0.12	0.02	0.54	0.27	0.04	Indigo
0.00	0.00	0.02	0.19	0.04	0.37	0.30	0.08	Indigo
0.37	0.57	0.05	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.05	0.26	0.35	0.03	0.17	0.13	Tirkizna
0.12	0.60	0.16	0.00	0.12	0.00	0.00	0.00	Žuta
0.36	0.56	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.14	0.01	0.07	0.11	0.67	Magenta
0.00	0.00	0.01	0.24	0.04	0.18	0.25	0.28	Magenta
0.00	0.00	0.01	0.15	0.02	0.48	0.27	0.07	Indigo
0.11	0.40	0.34	0.01	0.13	0.00	0.01	0.00	Žuta
0.00	0.00	0.00	0.06	0.00	0.21	0.08	0.64	Magenta
0.00	0.00	0.00	0.17	0.02	0.06	0.11	0.64	Magenta
0.00	0.00	0.02	0.24	0.08	0.23	0.30	0.13	Modra
0.38	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.51	0.47	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.15	0.03	0.46	0.29	0.05	Indigo
0.00	0.00	0.00	0.12	0.00	0.12	0.11	0.65	Magenta
0.00	0.00	0.02	0.25	0.09	0.20	0.30	0.13	Modra
0.00	0.00	0.04	0.28	0.19	0.11	0.26	0.13	Plava
0.06	0.43	0.24	0.01	0.25	0.00	0.01	0.00	Žuta
0.00	0.00	0.01	0.27	0.08	0.08	0.21	0.35	Magenta
0.00	0.00	0.02	0.20	0.05	0.33	0.30	0.10	Indigo
0.00	0.00	0.01	0.27	0.09	0.15	0.27	0.21	Plava
0.00	0.00	0.03	0.26	0.12	0.17	0.29	0.12	Modra
0.00	0.00	0.13	0.17	0.15	0.24	0.29	0.02	Modra
0.00	0.00	0.03	0.23	0.08	0.25	0.31	0.10	Modra
0.04	0.20	0.48	0.02	0.23	0.01	0.03	0.00	Zelena
0.00	0.00	0.00	0.17	0.01	0.10	0.14	0.59	Magenta
0.00	0.00	0.01	0.11	0.01	0.59	0.25	0.04	Indigo
0.00	0.00	0.05	0.28	0.24	0.07	0.23	0.13	Plava
0.00	0.00	0.06	0.17	0.08	0.34	0.31	0.03	Indigo
0.00	0.00	0.01	0.10	0.01	0.61	0.23	0.05	Indigo
0.30	0.69	0.01	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.29	0.19	0.09	0.24	0.16	Plava
0.00	0.00	0.00	0.14	0.01	0.47	0.23	0.15	Indigo
0.00	0.00	0.00	0.17	0.02	0.05	0.12	0.64	Magenta
0.06	0.16	0.61	0.01	0.13	0.01	0.02	0.00	Zelena
0.00	0.04	0.23	0.11	0.48	0.02	0.10	0.01	Tirkizna
0.00	0.00	0.05	0.28	0.22	0.09	0.25	0.12	Plava
0.00	0.00	0.02	0.24	0.07	0.25	0.30	0.12	Modra
0.05	0.26	0.42	0.02	0.23	0.00	0.02	0.00	Zelena
0.00	0.00	0.00	0.15	0.06	0.00	0.05	0.74	Magenta
0.32	0.60	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.37	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.17	0.09	0.07	0.41	0.25	0.01	Indigo
0.00	0.00	0.00	0.12	0.01	0.08	0.10	0.70	Magenta
0.04	0.16	0.55	0.02	0.19	0.01	0.03	0.00	Zelena
0.00	0.00	0.06	0.25	0.16	0.16	0.29	0.08	Modra
0.51	0.48	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.29	0.12	0.33	0.06	0.16	0.01	Tirkizna
0.00	0.00	0.02	0.25	0.07	0.22	0.30	0.15	Modra
0.00	0.00	0.01	0.25	0.06	0.12	0.22	0.34	Magenta
0.00	0.00	0.01	0.11	0.01	0.59	0.24	0.05	Indigo
0.00	0.00	0.01	0.18	0.03	0.39	0.29	0.10	Indigo
0.56	0.43	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.03	0.00	0.00	0.01	0.96	Magenta
0.52	0.46	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.07	0.26	0.29	0.07	0.22	0.09	Tirkizna
0.36	0.57	0.06	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.22	0.05	0.28	0.30	0.13	Modra
0.00	0.04	0.24	0.11	0.46	0.02	0.10	0.01	Tirkizna
0.00	0.00	0.03	0.28	0.28	0.04	0.18	0.19	Tirkizna
0.67	0.31	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.05	0.30	0.37	0.02	0.25	0.00	0.02	0.00	Zelena
0.46	0.52	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.13	0.00	0.16	0.13	0.57	Magenta
0.06	0.84	0.02	0.00	0.08	0.00	0.00	0.00	Žuta
0.59	0.40	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.25	0.08	0.20	0.29	0.16	Modra
0.00	0.00	0.00	0.06	0.00	0.01	0.03	0.90	Magenta
0.00	0.00	0.02	0.29	0.16	0.08	0.23	0.21	Plava
0.40	0.55	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.04	0.28	0.21	0.08	0.24	0.15	Plava
0.00	0.00	0.03	0.18	0.05	0.37	0.31	0.06	Indigo
0.08	0.33	0.39	0.01	0.17	0.00	0.01	0.00	Zelena
0.38	0.59	0.02	0.00	0.01	0.00	0.00	0.00	Žuta
0.37	0.58	0.04	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.04	0.24	0.11	0.47	0.02	0.10	0.01	Tirkizna
0.00	0.00	0.01	0.18	0.04	0.39	0.30	0.09	Indigo
0.14	0.16	0.64	0.00	0.04	0.01	0.01	0.00	Zelena
0.01	0.02	0.63	0.03	0.11	0.11	0.09	0.00	Zelena
0.00	0.00	0.03	0.28	0.14	0.12	0.27	0.17	Plava
0.00	0.00	0.00	0.14	0.01	0.04	0.09	0.71	Magenta
0.09	0.41	0.32	0.01	0.16	0.00	0.01	0.00	Žuta
0.03	0.10	0.63	0.02	0.16	0.02	0.04	0.00	Zelena
0.01	0.10	0.31	0.07	0.44	0.01	0.06	0.00	Tirkizna
0.50	0.49	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.09	0.21	0.16	0.20	0.30	0.05	Modra
0.51	0.47	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.04	0.26	0.11	0.44	0.03	0.11	0.01	Tirkizna
0.00	0.01	0.25	0.14	0.21	0.15	0.23	0.01	Zelena
0.07	0.20	0.56	0.01	0.13	0.01	0.02	0.00	Zelena
0.00	0.00	0.01	0.20	0.03	0.31	0.27	0.19	Indigo
0.57	0.42	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.22	0.06	0.28	0.30	0.12	Modra
0.00	0.00	0.03	0.25	0.09	0.20	0.30	0.13	Modra
0.00	0.00	0.00	0.16	0.01	0.13	0.14	0.57	Magenta
0.52	0.44	0.04	0.00	0.00	0.00	0.00	0.00	Narančasta
0.60	0.38	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.16	0.02	0.05	0.10	0.67	Magenta
0.59	0.40	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.08	0.08	0.03	0.56	0.24	0.01	Indigo
0.00	0.01	0.07	0.20	0.51	0.01	0.11	0.08	Tirkizna
0.00	0.00	0.01	0.20	0.04	0.33	0.30	0.11	Indigo
0.00	0.00	0.03	0.28	0.16	0.12	0.27	0.14	Plava
0.57	0.42	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.09	0.31	0.43	0.01	0.15	0.00	0.01	0.00	Zelena
0.52	0.46	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.40	0.09	0.25	0.08	0.15	0.00	Zelena
0.05	0.17	0.56	0.02	0.16	0.01	0.03	0.00	Zelena
0.54	0.45	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
