Narančasta	Žuta	Zelena	Plava	Tirkizna	Indigo	Modra	Magenta	klasa
0.00	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.02	0.11	0.06	0.41	0.09	0.23	0.07	Tirkizna
0.00	0.00	0.02	0.02	0.00	0.50	0.31	0.15	Indigo
0.88	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.02	0.00	0.51	0.33	0.12	Indigo
0.00	0.00	0.09	0.24	0.04	0.06	0.30	0.27	Modra
0.00	0.00	0.02	0.00	0.00	0.42	0.14	0.41	Indigo
0.00	0.00	0.02	0.01	0.00	0.53	0.28	0.16	Indigo
0.74	0.25	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.20	0.00	0.52	0.10	0.12	0.05	Tirkizna
0.00	0.00	0.04	0.53	0.05	0.09	0.18	0.11	Plava
0.00	0.01	0.10	0.17	0.13	0.07	0.38	0.15	Modra
0.00	0.07	0.15	0.00	0.60	0.06	0.10	0.03	Tirkizna
0.00	0.03	0.79	0.00	0.14	0.02	0.00	0.01	Zelena
0.00	0.00	0.04	0.54	0.04	0.10	0.18	0.11	Plava
0.01	0.92	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.36	0.02	0.09	0.19	0.29	Plava
0.00	0.05	0.20	0.00	0.58	0.07	0.08	0.03	Tirkizna
0.87	0.12	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.74	0.16	0.00	0.09	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.00	0.00	0.58	0.39	0.02	Indigo
0.00	0.00	0.03	0.00	0.00	0.14	0.04	0.79	Magenta
0.80	0.19	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.41	0.03	0.20	0.24	0.08	Plava
0.00	0.00	0.42	0.00	0.38	0.10	0.06	0.03	Zelena
0.00	0.00	0.03	0.28	0.02	0.28	0.29	0.11	Modra
0.01	0.91	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.03	0.92	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.23	0.00	0.50	0.11	0.11	0.04	Tirkizna
0.01	0.92	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.11	0.20	0.00	0.58	0.04	0.05	0.02	Tirkizna
0.84	0.15	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.03	0.01	0.50	0.43	0.02	Indigo
0.01	0.91	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.00	0.00	0.07	0.06	0.81	Magenta
0.00	0.00	0.04	0.00	0.00	0.09	0.03	0.84	Magenta
0.00	0.30	0.56	0.00	0.12	0.01	0.00	0.01	Zelena
0.00	0.90	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.05	0.00	0.00	0.19	0.11	0.64	Magenta
0.00	0.00	0.01	0.05	0.01	0.49	0.40	0.04	Indigo
0.00	0.07	0.15	0.00	0.60	0.06	0.09	0.03	Tirkizna
0.00	0.89	0.11	0.00	0.00	0.00	0.00	0.00	Žuta
0.02	0.92	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.80	0.19	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.45	0.03	0.17	0.22	0.09	Plava
0.00	0.00	0.04	0.53	0.05	0.09	0.18	0.11	Plava
0.00	0.00	0.07	0.37	0.13	0.08	0.23	0.11	Plava
0.00	0.00	0.03	0.01	0.00	0.41	0.23	0.31	Indigo
0.00	0.00	0.02	0.15	0.02	0.39	0.36	0.06	Indigo
0.00	0.00	0.01	0.02	0.00	0.53	0.38	0.05	Indigo
0.00	0.00	0.04	0.00	0.00	0.11	0.06	0.78	Magenta
0.75	0.15	0.10	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.04	0.47	0.07	0.14	0.21	0.08	Plava
0.00	0.00	0.01	0.00	0.00	0.70	0.22	0.07	Indigo
0.00	0.00	0.05	0.00	0.00	0.11	0.07	0.76	Magenta
0.00	0.95	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.25	0.02	0.30	0.31	0.09	Modra
0.00	0.80	0.15	0.00	0.04	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.00	0.00	0.39	0.04	0.56	Magenta
0.00	0.00	0.06	0.00	0.00	0.04	0.04	0.85	Magenta
0.82	0.17	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.12	0.03	0.40	0.38	0.04	Indigo
0.00	0.01	0.11	0.11	0.35	0.10	0.24	0.08	Tirkizna
0.00	0.00	0.02	0.12	0.02	0.41	0.38	0.05	Indigo
0.00	0.00	0.06	0.40	0.12	0.09	0.22	0.10	Plava
0.01	0.91	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.00	0.00	0.06	0.02	0.89	Magenta
0.08	0.80	0.12	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.22	0.00	0.51	0.10	0.10	0.04	Tirkizna
0.73	0.26	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.07	0.01	0.46	0.38	0.07	Indigo
0.00	0.00	0.03	0.31	0.02	0.25	0.27	0.12	Plava
0.00	0.00	0.06	0.00	0.00	0.08	0.06	0.80	Magenta
0.00	0.00	0.07	0.32	0.18	0.11	0.23	0.09	Plava
0.00	0.08	0.11	0.00	0.63	0.03	0.13	0.02	Tirkizna
0.00	0.00	0.05	0.44	0.10	0.12	0.21	0.08	Plava
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.05	0.01	0.44	0.32	0.16	Indigo
0.00	0.02	0.16	0.01	0.52	0.10	0.14	0.05	Tirkizna
0.00	0.00	0.07	0.01	0.00	0.06	0.07	0.78	Magenta
0.90	0.09	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.38	0.04	0.22	0.26	0.07	Plava
0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.95	Magenta
0.00	0.00	0.07	0.00	0.00	0.02	0.02	0.89	Magenta
0.00	0.70	0.19	0.00	0.10	0.00	0.00	0.00	Žuta
0.00	0.03	0.97	0.00	0.00	0.00	0.00	0.00	Zelena
0.00	0.00	0.03	0.34	0.02	0.23	0.26	0.12	Plava
0.00	0.00	0.03	0.21	0.01	0.31	0.30	0.15	Indigo
0.00	0.00	0.02	0.03	0.00	0.45	0.30	0.19	Indigo
0.79	0.20	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.13	0.14	0.00	0.60	0.04	0.07	0.02	Tirkizna
0.00	0.95	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.03	0.14	0.01	0.52	0.09	0.17	0.06	Tirkizna
0.00	0.00	0.05	0.46	0.10	0.10	0.20	0.09	Plava
0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.97	Magenta
0.00	0.00	0.03	0.39	0.04	0.21	0.26	0.07	Plava
0.86	0.13	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.00	0.00	0.09	0.00	0.89	Magenta
0.00	0.00	0.06	0.42	0.11	0.09	0.22	0.10	Plava
0.00	0.00	0.03	0.48	0.04	0.15	0.21	0.08	Plava
0.00	0.00	0.04	0.24	0.01	0.21	0.24	0.26	Magenta
0.01	0.86	0.13	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.18	0.01	0.49	0.12	0.14	0.05	Tirkizna
0.00	0.00	0.02	0.07	0.02	0.46	0.41	0.03	Indigo
0.00	0.07	0.15	0.00	0.60	0.05	0.09	0.03	Tirkizna
0.00	0.00	0.03	0.00	0.00	0.01	0.00	0.96	Magenta
0.07	0.85	0.09	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.12	0.82	0.00	0.05	0.01	0.00	0.01	Zelena
0.00	0.00	0.11	0.05	0.17	0.31	0.30	0.05	Indigo
0.00	0.00	0.02	0.17	0.01	0.36	0.33	0.10	Indigo
0.79	0.19	0.03	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.04	0.18	0.01	0.27	0.27	0.23	Indigo
0.00	0.00	0.06	0.00	0.00	0.06	0.05	0.83	Magenta
0.00	0.00	0.02	0.03	0.00	0.45	0.30	0.18	Indigo
0.00	0.00	0.02	0.11	0.02	0.42	0.39	0.04	Indigo
0.00	0.00	0.03	0.31	0.03	0.27	0.29	0.08	Plava
0.01	0.90	0.10	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.09	0.18	0.22	0.08	0.31	0.11	Modra
0.00	0.83	0.11	0.00	0.05	0.00	0.00	0.00	Žuta
0.00	0.88	0.11	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.05	0.00	0.00	0.06	0.03	0.86	Magenta
0.00	0.00	0.05	0.26	0.01	0.18	0.22	0.28	Magenta
0.00	0.00	0.02	0.14	0.01	0.40	0.36	0.07	Indigo
0.00	0.60	0.33	0.00	0.06	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.00	0.00	0.16	0.01	0.82	Magenta
0.00	0.00	0.06	0.00	0.00	0.06	0.06	0.81	Magenta
0.00	0.00	0.03	0.49	0.04	0.14	0.20	0.09	Plava
0.01	0.92	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.84	0.15	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.21	0.02	0.34	0.34	0.06	Modra
0.00	0.00	0.03	0.00	0.00	0.10	0.02	0.85	Magenta
0.00	0.00	0.04	0.51	0.04	0.13	0.19	0.09	Plava
0.00	0.00	0.06	0.45	0.10	0.09	0.20	0.09	Plava
0.00	0.64	0.15	0.00	0.20	0.01	0.00	0.00	Žuta
0.00	0.00	0.06	0.36	0.02	0.09	0.19	0.28	Plava
0.00	0.00	0.03	0.37	0.03	0.23	0.26	0.09	Plava
0.00	0.00	0.04	0.50	0.03	0.11	0.18	0.14	Plava
0.00	0.00	0.04	0.52	0.06	0.11	0.19	0.09	Plava
0.00	0.00	0.13	0.07	0.26	0.23	0.25	0.06	Tirkizna
0.00	0.00	0.04	0.47	0.05	0.15	0.21	0.08	Plava
0.00	0.28	0.48	0.00	0.21	0.01	0.00	0.01	Zelena
0.00	0.00	0.05	0.00	0.00	0.10	0.06	0.78	Magenta
0.00	0.00	0.02	0.06	0.01	0.47	0.40	0.04	Indigo
0.00	0.00	0.07	0.37	0.14	0.09	0.23	0.10	Plava
0.00	0.00	0.06	0.20	0.11	0.27	0.30	0.06	Modra
0.00	0.00	0.01	0.02	0.00	0.53	0.39	0.04	Indigo
0.00	0.95	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.05	0.48	0.08	0.08	0.20	0.11	Plava
0.00	0.00	0.02	0.01	0.00	0.52	0.29	0.16	Indigo
0.00	0.00	0.06	0.00	0.00	0.06	0.06	0.81	Magenta
0.00	0.04	0.89	0.00	0.06	0.01	0.00	0.01	Zelena
0.00	0.09	0.15	0.00	0.60	0.05	0.08	0.03	Tirkizna
0.00	0.00	0.06	0.40	0.13	0.09	0.22	0.10	Plava
0.00	0.00	0.03	0.47	0.03	0.16	0.21	0.09	Plava
0.00	0.44	0.35	0.00	0.19	0.01	0.00	0.01	Žuta
0.00	0.00	0.14	0.01	0.00	0.02	0.15	0.68	Magenta
0.00	0.91	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.01	0.92	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.18	0.01	0.14	0.37	0.26	0.04	Indigo
0.00	0.00	0.04	0.00	0.00	0.06	0.02	0.89	Magenta
0.00	0.12	0.69	0.00	0.16	0.02	0.00	0.01	Zelena
0.00	0.00	0.06	0.39	0.12	0.13	0.22	0.08	Plava
0.82	0.17	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.22	0.00	0.54	0.09	0.09	0.04	Tirkizna
0.00	0.00	0.03	0.48	0.03	0.15	0.20	0.11	Plava
0.00	0.00	0.05	0.28	0.01	0.13	0.20	0.32	Magenta
0.00	0.00	0.01	0.05	0.01	0.49	0.40	0.04	Indigo
0.00	0.00	0.03	0.24	0.02	0.31	0.31	0.09	Modra
0.90	0.09	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.93	Magenta
0.83	0.15	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.09	0.23	0.24	0.10	0.25	0.09	Modra
0.00	0.89	0.11	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.03	0.41	0.03	0.19	0.24	0.11	Plava
0.00	0.09	0.16	0.00	0.60	0.05	0.08	0.03	Tirkizna
0.00	0.00	0.08	0.30	0.12	0.07	0.29	0.14	Plava
0.44	0.23	0.32	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.53	0.26	0.00	0.19	0.01	0.00	0.00	Žuta
0.62	0.36	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.00	0.00	0.15	0.04	0.77	Magenta
0.00	0.04	0.18	0.00	0.66	0.03	0.08	0.00	Tirkizna
0.89	0.10	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.49	0.03	0.13	0.20	0.11	Plava
0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.95	Magenta
0.00	0.00	0.05	0.50	0.05	0.08	0.19	0.13	Plava
0.06	0.86	0.08	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.06	0.43	0.10	0.08	0.21	0.10	Plava
0.00	0.00	0.03	0.32	0.04	0.25	0.29	0.06	Plava
0.00	0.52	0.37	0.00	0.10	0.01	0.00	0.00	Žuta
0.02	0.93	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.01	0.92	0.07	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.09	0.15	0.00	0.60	0.05	0.08	0.03	Tirkizna
0.00	0.00	0.03	0.28	0.02	0.29	0.30	0.08	Modra
0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	Zelena
0.00	0.00	0.84	0.00	0.08	0.06	0.01	0.02	Zelena
0.00	0.00	0.04	0.53	0.05	0.09	0.18	0.11	Plava
0.00	0.00	0.06	0.00	0.00	0.04	0.03	0.87	Magenta
0.00	0.66	0.25	0.00	0.08	0.00	0.00	0.00	Žuta
0.00	0.02	0.82	0.00	0.12	0.02	0.00	0.01	Zelena
0.00	0.19	0.19	0.00	0.54	0.03	0.03	0.02	Tirkizna
0.81	0.18	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.08	0.22	0.19	0.18	0.25	0.07	Modra
0.83	0.15	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.08	0.17	0.00	0.60	0.05	0.08	0.03	Tirkizna
0.00	0.00	0.22	0.01	0.41	0.16	0.15	0.05	Tirkizna
0.00	0.10	0.82	0.00	0.06	0.01	0.00	0.01	Zelena
0.00	0.00	0.03	0.16	0.01	0.31	0.29	0.20	Indigo
0.90	0.08	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.03	0.42	0.03	0.19	0.23	0.09	Plava
0.00	0.00	0.04	0.51	0.04	0.13	0.19	0.09	Plava
0.00	0.00	0.04	0.00	0.00	0.13	0.06	0.76	Magenta
0.76	0.19	0.05	0.00	0.00	0.00	0.00	0.00	Narančasta
0.89	0.09	0.02	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.06	0.00	0.00	0.05	0.05	0.84	Magenta
0.61	0.37	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.07	0.01	0.06	0.46	0.37	0.03	Indigo
0.00	0.02	0.11	0.02	0.38	0.07	0.33	0.07	Tirkizna
0.00	0.00	0.03	0.33	0.02	0.24	0.27	0.10	Plava
0.00	0.00	0.05	0.50	0.07	0.09	0.19	0.09	Plava
0.90	0.09	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.40	0.51	0.00	0.08	0.01	0.00	0.00	Zelena
0.85	0.13	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.36	0.00	0.44	0.10	0.06	0.04	Tirkizna
0.00	0.12	0.75	0.00	0.12	0.01	0.00	0.01	Zelena
0.89	0.11	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
