Narančasta	Žuta	Zelena	Plava	Tirkizna	Indigo	Modra	Magenta	klasa
0.00	0.00	0.00	0.12	0.00	0.08	0.09	0.70	Magenta
0.35	0.62	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.07	0.23	0.33	0.10	0.24	0.03	Tirkizna
0.00	0.00	0.00	0.18	0.01	0.36	0.23	0.21	Indigo
0.58	0.42	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.18	0.01	0.38	0.24	0.18	Indigo
0.00	0.00	0.00	0.29	0.06	0.08	0.19	0.38	Magenta
0.00	0.00	0.00	0.13	0.00	0.23	0.14	0.50	Magenta
0.00	0.00	0.00	0.17	0.01	0.36	0.22	0.24	Indigo
0.71	0.29	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.26	0.11	0.39	0.07	0.16	0.00	Tirkizna
0.00	0.00	0.01	0.29	0.10	0.18	0.29	0.13	Modra
0.00	0.00	0.01	0.33	0.16	0.08	0.24	0.19	Plava
0.00	0.01	0.22	0.11	0.47	0.05	0.13	0.00	Tirkizna
0.02	0.20	0.62	0.00	0.14	0.00	0.01	0.00	Zelena
0.00	0.00	0.01	0.28	0.08	0.21	0.30	0.13	Modra
0.35	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.26	0.04	0.13	0.21	0.35	Magenta
0.00	0.01	0.30	0.09	0.43	0.05	0.12	0.00	Tirkizna
0.61	0.38	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.04	0.42	0.39	0.00	0.14	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.14	0.02	0.53	0.26	0.05	Indigo
0.00	0.00	0.00	0.08	0.00	0.10	0.07	0.75	Magenta
0.53	0.46	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.24	0.07	0.29	0.31	0.07	Modra
0.00	0.03	0.53	0.04	0.29	0.04	0.07	0.00	Zelena
0.00	0.00	0.00	0.23	0.04	0.32	0.30	0.11	Indigo
0.36	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.38	0.60	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.31	0.09	0.38	0.07	0.14	0.00	Tirkizna
0.36	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.03	0.35	0.06	0.45	0.03	0.08	0.00	Tirkizna
0.68	0.32	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.15	0.04	0.47	0.29	0.02	Indigo
0.36	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.12	0.00	0.07	0.08	0.72	Magenta
0.00	0.00	0.00	0.08	0.00	0.08	0.06	0.78	Magenta
0.04	0.34	0.49	0.00	0.11	0.00	0.00	0.00	Zelena
0.35	0.62	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.14	0.00	0.15	0.13	0.58	Magenta
0.00	0.00	0.01	0.18	0.03	0.44	0.29	0.06	Indigo
0.00	0.01	0.22	0.11	0.48	0.04	0.13	0.00	Tirkizna
0.33	0.63	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.37	0.60	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.67	0.33	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.25	0.06	0.28	0.31	0.10	Modra
0.00	0.00	0.01	0.29	0.09	0.18	0.29	0.14	Plava
0.00	0.00	0.02	0.30	0.17	0.14	0.28	0.10	Plava
0.00	0.00	0.00	0.17	0.01	0.28	0.19	0.35	Magenta
0.00	0.00	0.01	0.20	0.04	0.39	0.30	0.06	Indigo
0.00	0.00	0.00	0.17	0.02	0.45	0.27	0.09	Indigo
0.00	0.00	0.00	0.11	0.00	0.10	0.09	0.71	Magenta
0.60	0.39	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.25	0.11	0.24	0.32	0.06	Modra
0.00	0.00	0.00	0.13	0.00	0.43	0.18	0.26	Indigo
0.00	0.00	0.00	0.12	0.00	0.10	0.10	0.68	Magenta
0.33	0.64	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.22	0.04	0.34	0.30	0.09	Indigo
0.07	0.54	0.30	0.00	0.08	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.06	0.00	0.14	0.06	0.75	Magenta
0.00	0.00	0.00	0.10	0.00	0.05	0.06	0.79	Magenta
0.65	0.35	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.02	0.18	0.07	0.39	0.31	0.03	Indigo
0.00	0.00	0.06	0.24	0.30	0.12	0.26	0.03	Tirkizna
0.00	0.00	0.01	0.19	0.04	0.40	0.30	0.05	Indigo
0.00	0.00	0.02	0.29	0.16	0.15	0.29	0.08	Modra
0.36	0.60	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.06	0.00	0.06	0.04	0.84	Magenta
0.42	0.56	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.30	0.09	0.38	0.07	0.14	0.00	Tirkizna
0.63	0.37	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.19	0.03	0.41	0.28	0.08	Indigo
0.00	0.00	0.00	0.23	0.04	0.31	0.29	0.12	Indigo
0.00	0.00	0.00	0.12	0.00	0.08	0.09	0.71	Magenta
0.00	0.00	0.03	0.26	0.20	0.16	0.29	0.05	Modra
0.00	0.01	0.17	0.11	0.59	0.02	0.10	0.01	Tirkizna
0.00	0.00	0.02	0.26	0.14	0.21	0.31	0.05	Modra
0.34	0.62	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.20	0.02	0.34	0.25	0.19	Indigo
0.00	0.00	0.18	0.14	0.40	0.08	0.19	0.01	Tirkizna
0.00	0.00	0.00	0.13	0.00	0.07	0.09	0.71	Magenta
0.63	0.36	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.23	0.07	0.31	0.32	0.06	Modra
0.00	0.00	0.00	0.02	0.00	0.01	0.01	0.97	Magenta
0.00	0.00	0.00	0.07	0.00	0.02	0.04	0.87	Magenta
0.04	0.40	0.41	0.00	0.15	0.00	0.00	0.00	Zelena
0.34	0.52	0.13	0.00	0.01	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.24	0.04	0.30	0.29	0.12	Indigo
0.00	0.00	0.00	0.23	0.03	0.32	0.28	0.15	Indigo
0.00	0.00	0.00	0.19	0.01	0.34	0.24	0.22	Indigo
0.64	0.36	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.26	0.08	0.51	0.03	0.10	0.00	Tirkizna
0.33	0.64	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.33	0.63	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.13	0.17	0.40	0.08	0.20	0.01	Tirkizna
0.00	0.00	0.02	0.27	0.14	0.19	0.30	0.07	Modra
0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.97	Magenta
0.00	0.00	0.01	0.23	0.07	0.30	0.32	0.06	Modra
0.68	0.32	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.02	0.00	0.04	0.02	0.92	Magenta
0.00	0.00	0.02	0.30	0.15	0.15	0.29	0.09	Plava
0.00	0.00	0.01	0.25	0.08	0.26	0.31	0.08	Modra
0.00	0.00	0.00	0.24	0.02	0.24	0.24	0.26	Magenta
0.37	0.59	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.22	0.13	0.37	0.09	0.18	0.00	Tirkizna
0.00	0.00	0.02	0.17	0.05	0.43	0.30	0.03	Indigo
0.00	0.01	0.23	0.11	0.48	0.04	0.13	0.00	Tirkizna
0.00	0.00	0.00	0.02	0.00	0.01	0.01	0.95	Magenta
0.41	0.57	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.08	0.40	0.46	0.00	0.07	0.00	0.00	0.00	Zelena
0.00	0.00	0.15	0.14	0.21	0.23	0.26	0.01	Modra
0.00	0.00	0.00	0.21	0.03	0.36	0.29	0.11	Indigo
0.54	0.45	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.23	0.02	0.27	0.25	0.23	Indigo
0.00	0.00	0.00	0.11	0.00	0.06	0.07	0.75	Magenta
0.00	0.00	0.00	0.19	0.01	0.34	0.24	0.22	Indigo
0.00	0.00	0.01	0.18	0.05	0.41	0.31	0.04	Indigo
0.00	0.00	0.01	0.22	0.05	0.33	0.31	0.07	Indigo
0.35	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.02	0.30	0.22	0.10	0.26	0.09	Plava
0.06	0.55	0.29	0.00	0.10	0.00	0.00	0.00	Žuta
0.35	0.61	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.09	0.00	0.07	0.06	0.78	Magenta
0.00	0.00	0.00	0.24	0.02	0.21	0.24	0.28	Magenta
0.00	0.00	0.01	0.20	0.04	0.39	0.30	0.07	Indigo
0.07	0.48	0.37	0.00	0.08	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.03	0.00	0.06	0.02	0.89	Magenta
0.00	0.00	0.00	0.12	0.00	0.07	0.08	0.73	Magenta
0.00	0.00	0.01	0.26	0.07	0.26	0.31	0.10	Modra
0.37	0.60	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.55	0.44	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.20	0.06	0.37	0.31	0.05	Indigo
0.00	0.00	0.00	0.07	0.00	0.08	0.05	0.80	Magenta
0.00	0.00	0.01	0.26	0.08	0.24	0.31	0.10	Modra
0.00	0.00	0.02	0.28	0.15	0.17	0.30	0.08	Modra
0.02	0.29	0.42	0.01	0.25	0.00	0.01	0.00	Zelena
0.00	0.00	0.00	0.26	0.03	0.15	0.22	0.34	Magenta
0.00	0.00	0.01	0.24	0.06	0.31	0.31	0.09	Indigo
0.00	0.00	0.00	0.28	0.06	0.21	0.28	0.18	Modra
0.00	0.00	0.01	0.27	0.10	0.22	0.31	0.09	Modra
0.00	0.00	0.13	0.16	0.25	0.19	0.26	0.01	Modra
0.00	0.00	0.01	0.25	0.09	0.26	0.32	0.07	Modra
0.02	0.23	0.55	0.01	0.18	0.00	0.01	0.00	Zelena
0.00	0.00	0.00	0.12	0.00	0.10	0.09	0.69	Magenta
0.00	0.00	0.01	0.17	0.04	0.44	0.30	0.04	Indigo
0.00	0.00	0.02	0.29	0.17	0.14	0.29	0.09	Plava
0.00	0.00	0.06	0.19	0.16	0.27	0.31	0.02	Modra
0.00	0.00	0.00	0.17	0.02	0.46	0.28	0.07	Indigo
0.28	0.70	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.30	0.13	0.16	0.29	0.11	Plava
0.00	0.00	0.00	0.17	0.01	0.36	0.22	0.23	Indigo
0.00	0.00	0.00	0.12	0.00	0.07	0.08	0.72	Magenta
0.06	0.34	0.52	0.00	0.07	0.00	0.00	0.00	Zelena
0.00	0.01	0.24	0.10	0.50	0.04	0.11	0.00	Tirkizna
0.00	0.00	0.02	0.29	0.17	0.15	0.29	0.08	Modra
0.00	0.00	0.01	0.25	0.07	0.27	0.31	0.09	Modra
0.02	0.27	0.51	0.01	0.18	0.00	0.01	0.00	Zelena
0.00	0.00	0.00	0.11	0.01	0.02	0.05	0.81	Magenta
0.29	0.65	0.05	0.00	0.00	0.00	0.00	0.00	Žuta
0.36	0.61	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.31	0.09	0.22	0.18	0.19	0.00	Zelena
0.00	0.00	0.00	0.07	0.00	0.06	0.05	0.83	Magenta
0.03	0.25	0.57	0.00	0.14	0.00	0.01	0.00	Zelena
0.00	0.00	0.03	0.25	0.16	0.20	0.31	0.04	Modra
0.56	0.44	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.31	0.09	0.40	0.06	0.13	0.00	Tirkizna
0.00	0.00	0.01	0.26	0.06	0.25	0.30	0.12	Modra
0.00	0.00	0.00	0.24	0.03	0.17	0.22	0.34	Magenta
0.00	0.00	0.01	0.18	0.03	0.45	0.29	0.06	Indigo
0.00	0.00	0.00	0.22	0.04	0.34	0.30	0.09	Indigo
0.61	0.38	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.98	Magenta
0.56	0.44	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.04	0.27	0.23	0.13	0.28	0.05	Modra
0.34	0.62	0.04	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.25	0.05	0.29	0.30	0.11	Modra
0.00	0.01	0.26	0.09	0.48	0.04	0.11	0.00	Tirkizna
0.00	0.00	0.01	0.32	0.16	0.11	0.26	0.15	Plava
0.74	0.25	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.02	0.27	0.49	0.01	0.21	0.00	0.01	0.00	Zelena
0.49	0.50	0.01	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.00	0.08	0.00	0.11	0.07	0.74	Magenta
0.02	0.54	0.18	0.00	0.26	0.00	0.00	0.00	Žuta
0.66	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.27	0.06	0.24	0.30	0.13	Modra
0.00	0.00	0.00	0.02	0.00	0.01	0.01	0.96	Magenta
0.00	0.00	0.01	0.30	0.09	0.15	0.28	0.17	Plava
0.40	0.57	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.00	0.01	0.30	0.15	0.15	0.29	0.10	Plava
0.00	0.00	0.02	0.22	0.08	0.32	0.32	0.04	Indigo
0.05	0.38	0.45	0.00	0.12	0.00	0.00	0.00	Zelena
0.37	0.60	0.02	0.00	0.00	0.00	0.00	0.00	Žuta
0.35	0.62	0.03	0.00	0.00	0.00	0.00	0.00	Žuta
0.00	0.01	0.24	0.10	0.49	0.04	0.12	0.00	Tirkizna
0.00	0.00	0.01	0.22	0.05	0.34	0.31	0.08	Indigo
0.28	0.46	0.24	0.00	0.01	0.00	0.00	0.00	Žuta
0.01	0.10	0.73	0.01	0.13	0.01	0.02	0.00	Zelena
0.00	0.00	0.01	0.29	0.10	0.19	0.29	0.13	Modra
0.00	0.00	0.00	0.09	0.00	0.05	0.06	0.80	Magenta
0.05	0.44	0.39	0.00	0.11	0.00	0.00	0.00	Žuta
0.03	0.21	0.62	0.00	0.12	0.00	0.01	0.00	Zelena
0.00	0.04	0.38	0.05	0.45	0.02	0.06	0.00	Tirkizna
0.54	0.46	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.06	0.21	0.21	0.20	0.29	0.02	Modra
0.55	0.45	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.01	0.27	0.09	0.47	0.04	0.11	0.00	Tirkizna
0.00	0.01	0.28	0.10	0.33	0.10	0.17	0.00	Tirkizna
0.07	0.37	0.48	0.00	0.07	0.00	0.00	0.00	Zelena
0.00	0.00	0.00	0.22	0.02	0.29	0.26	0.20	Indigo
0.62	0.37	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.01	0.25	0.06	0.29	0.31	0.09	Modra
0.00	0.00	0.01	0.26	0.09	0.24	0.31	0.09	Modra
0.00	0.00	0.00	0.11	0.00	0.11	0.09	0.69	Magenta
0.56	0.43	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.66	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.00	0.10	0.00	0.06	0.07	0.76	Magenta
0.68	0.32	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.00	0.17	0.11	0.16	0.30	0.25	0.00	Indigo
0.00	0.00	0.04	0.27	0.36	0.06	0.22	0.05	Tirkizna
0.00	0.00	0.01	0.23	0.05	0.31	0.30	0.10	Indigo
0.00	0.00	0.01	0.28	0.12	0.19	0.30	0.09	Modra
0.63	0.37	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
0.06	0.41	0.43	0.00	0.09	0.00	0.00	0.00	Zelena
0.56	0.44	0.01	0.00	0.00	0.00	0.00	0.00	Narančasta
0.00	0.02	0.47	0.05	0.33	0.04	0.08	0.00	Zelena
0.04	0.29	0.55	0.00	0.11	0.00	0.01	0.00	Zelena
0.59	0.41	0.00	0.00	0.00	0.00	0.00	0.00	Narančasta
